Mod:Item:MetaData, Localized Name
tfc:metal/double_sheet/pig_iron, Pig Iron Double Sheet
tfc:metal/double_sheet/steel, Steel Double Sheet
tfc:metal/double_sheet/platinum, Platinum Double Sheet
tfc:metal/double_sheet/black_steel, Black Steel Double Sheet
tfc:metal/double_sheet/blue_steel, Blue Steel Double Sheet
tfc:metal/double_sheet/red_steel, Red Steel Double Sheet
tfc:metal/double_sheet/lithium, Lithium Double Sheet
tfc:metal/double_sheet/constantan, Constantan Double Sheet
tfc:metal/double_sheet/electrum, Electrum Double Sheet
tfc:metal/double_sheet/nickel_silver, Nickel Silver Double Sheet
tfc:metal/double_sheet/red_alloy, Red Alloy Double Sheet
tfc:metal/double_sheet/invar, Invar Double Sheet
tfc:metal/double_sheet/thorium, Thorium Double Sheet
tfc:metal/double_sheet/uranium, Uranium Double Sheet
tfc:metal/double_sheet/osmium, Osmium Double Sheet
tfc:metal/double_sheet/titanium, Titanium Double Sheet
tfc:metal/double_sheet/ardite, Ardite Double Sheet
tfc:metal/double_sheet/cobalt, Cobalt Double Sheet
tfc:metal/double_sheet/manyullyn, Manyullyn Double Sheet
tfc:metal/double_sheet/antimony, Antimony Double Sheet
tfc:metal/double_sheet/mithril, Mithril Double Sheet
tfc:metal/double_sheet/magnesium, Magnesium Double Sheet
tfc:metal/double_sheet/magnesium_diboride, Magnesium Diboride Double Sheet
tfc:metal/double_sheet/manganese, Manganese Double Sheet
tfc:metal/double_sheet/hsla_steel, Hsla Steel Double Sheet
tfc:metal/double_sheet/tungsten, Tungsten Double Sheet
tfc:metal/double_sheet/tungsten_steel, Tungsten Steel Double Sheet
tfc:metal/double_sheet/zirconium, Zirconium Double Sheet
tfc:metal/double_sheet/zircaloy, Zircaloy Double Sheet
tfc:metal/double_sheet/aluminium, Aluminium Double Sheet
tfc:metal/double_sheet/beryllium, Beryllium Double Sheet
tfc:metal/double_sheet/aluminium_brass, Aluminium Brass Double Sheet
tfc:metal/double_sheet/beryllium_copper, Beryllium Copper Double Sheet
tfc:metal/double_sheet/boron, Boron Double Sheet
tfc:metal/double_sheet/ferroboron, Ferroboron Double Sheet
tfc:metal/double_sheet/tough_alloy, Tough Alloy Double Sheet
tfc:metal/rod/gold, Gold Rod
tfc:metal/rod/wrought_iron, Wrought Iron Rod
tfc:metal/rod/steel, Steel Rod
tfc:metal/anvil/bismuth_bronze, Bismuth Bronze Anvil
tfc:metal/anvil/black_bronze, Black Bronze Anvil
tfc:metal/anvil/bronze, Bronze Anvil
tfc:metal/anvil/copper, Copper Anvil
tfc:metal/anvil/wrought_iron, Wrought Iron Anvil
tfc:metal/anvil/steel, Steel Anvil
tfc:metal/anvil/black_steel, Black Steel Anvil
tfc:metal/anvil/blue_steel, Blue Steel Anvil
tfc:metal/anvil/red_steel, Red Steel Anvil
tfc:metal/anvil/nickel_silver, Nickel Silver Anvil
tfc:metal/anvil/invar, Invar Anvil
tfc:metal/anvil/osmium, Osmium Anvil
tfc:metal/anvil/titanium, Titanium Anvil
tfc:metal/anvil/cobalt, Cobalt Anvil
tfc:metal/anvil/manyullyn, Manyullyn Anvil
tfc:metal/anvil/mithril, Mithril Anvil
tfc:metal/anvil/tungsten, Tungsten Anvil
tfc:metal/anvil/tungsten_steel, Tungsten Steel Anvil
tfc:metal/anvil/zircaloy, Zircaloy Anvil
tfc:metal/anvil/aluminium, Aluminium Anvil
tfc:metal/anvil/beryllium_copper, Beryllium Copper Anvil
tfc:metal/anvil/boron, Boron Anvil
tfc:metal/tuyere/bismuth_bronze, Bismuth Bronze Tuyere
tfc:metal/tuyere/black_bronze, Black Bronze Tuyere
tfc:metal/tuyere/bronze, Bronze Tuyere
tfc:metal/tuyere/copper, Copper Tuyere
tfc:metal/tuyere/wrought_iron, Wrought Iron Tuyere
tfc:metal/tuyere/steel, Steel Tuyere
tfc:metal/tuyere/black_steel, Black Steel Tuyere
tfc:metal/tuyere/blue_steel, Blue Steel Tuyere
tfc:metal/tuyere/red_steel, Red Steel Tuyere
tfc:metal/tuyere/nickel_silver, Nickel Silver Tuyere
tfc:metal/tuyere/invar, Invar Tuyere
tfc:metal/tuyere/osmium, Osmium Tuyere
tfc:metal/tuyere/titanium, Titanium Tuyere
tfc:metal/tuyere/cobalt, Cobalt Tuyere
tfc:metal/tuyere/manyullyn, Manyullyn Tuyere
tfc:metal/tuyere/mithril, Mithril Tuyere
tfc:metal/tuyere/tungsten, Tungsten Tuyere
tfc:metal/tuyere/tungsten_steel, Tungsten Steel Tuyere
tfc:metal/tuyere/zircaloy, Zircaloy Tuyere
tfc:metal/tuyere/aluminium, Aluminium Tuyere
tfc:metal/tuyere/beryllium_copper, Beryllium Copper Tuyere
tfc:metal/tuyere/boron, Boron Tuyere
tfc:metal/lamp/bismuth, Bismuth Lamp
tfc:metal/lamp/bismuth_bronze, Bismuth Bronze Lamp
tfc:metal/lamp/black_bronze, Black Bronze Lamp
tfc:metal/lamp/brass, Brass Lamp
tfc:metal/lamp/bronze, Bronze Lamp
tfc:metal/lamp/copper, Copper Lamp
tfc:metal/lamp/gold, Gold Lamp
tfc:metal/lamp/lead, Lead Lamp
tfc:metal/lamp/nickel, Nickel Lamp
tfc:metal/lamp/rose_gold, Rose Gold Lamp
tfc:metal/lamp/silver, Silver Lamp
tfc:metal/lamp/tin, Tin Lamp
tfc:metal/lamp/zinc, Zinc Lamp
tfc:metal/lamp/sterling_silver, Sterling Silver Lamp
tfc:metal/lamp/wrought_iron, Wrought Iron Lamp
tfc:metal/lamp/steel, Steel Lamp
tfc:metal/lamp/platinum, Platinum Lamp
tfc:metal/lamp/black_steel, Black Steel Lamp
tfc:metal/lamp/blue_steel, Blue Steel Lamp
tfc:metal/lamp/red_steel, Red Steel Lamp
tfc:metal/lamp/lithium, Lithium Lamp
tfc:metal/lamp/constantan, Constantan Lamp
tfc:metal/lamp/electrum, Electrum Lamp
tfc:metal/lamp/nickel_silver, Nickel Silver Lamp
tfc:metal/lamp/red_alloy, Red Alloy Lamp
tfc:metal/lamp/invar, Invar Lamp
tfc:metal/lamp/thorium, Thorium Lamp
tfc:metal/lamp/uranium, Uranium Lamp
tfc:metal/lamp/osmium, Osmium Lamp
tfc:metal/lamp/titanium, Titanium Lamp
tfc:metal/lamp/ardite, Ardite Lamp
tfc:metal/lamp/cobalt, Cobalt Lamp
tfc:metal/lamp/manyullyn, Manyullyn Lamp
tfc:metal/lamp/antimony, Antimony Lamp
tfc:metal/lamp/mithril, Mithril Lamp
tfc:metal/lamp/magnesium, Magnesium Lamp
tfc:metal/lamp/magnesium_diboride, Magnesium Diboride Lamp
tfc:metal/lamp/manganese, Manganese Lamp
tfc:metal/lamp/hsla_steel, Hsla Steel Lamp
tfc:metal/lamp/tungsten, Tungsten Lamp
tfc:metal/lamp/tungsten_steel, Tungsten Steel Lamp
tfc:metal/lamp/zirconium, Zirconium Lamp
tfc:metal/lamp/zircaloy, Zircaloy Lamp
tfc:metal/lamp/aluminium, Aluminium Lamp
tfc:metal/lamp/beryllium, Beryllium Lamp
tfc:metal/lamp/aluminium_brass, Aluminium Brass Lamp
tfc:metal/lamp/beryllium_copper, Beryllium Copper Lamp
tfc:metal/lamp/boron, Boron Lamp
tfc:metal/lamp/ferroboron, Ferroboron Lamp
tfc:metal/lamp/tough_alloy, Tough Alloy Lamp
tfc:metal/trapdoor/bismuth, Bismuth Trapdoor
tfc:metal/trapdoor/bismuth_bronze, Bismuth Bronze Trapdoor
tfc:metal/trapdoor/black_bronze, Black Bronze Trapdoor
tfc:metal/trapdoor/brass, Brass Trapdoor
tfc:metal/trapdoor/bronze, Bronze Trapdoor
tfc:metal/trapdoor/copper, Copper Trapdoor
tfc:metal/trapdoor/gold, Gold Trapdoor
tfc:metal/trapdoor/lead, Lead Trapdoor
tfc:metal/trapdoor/nickel, Nickel Trapdoor
tfc:metal/trapdoor/rose_gold, Rose Gold Trapdoor
tfc:metal/trapdoor/silver, Silver Trapdoor
tfc:metal/trapdoor/tin, Tin Trapdoor
tfc:metal/trapdoor/zinc, Zinc Trapdoor
tfc:metal/trapdoor/sterling_silver, Sterling Silver Trapdoor
tfc:metal/trapdoor/wrought_iron, Wrought Iron Trapdoor
tfc:metal/trapdoor/pig_iron, Pig Iron Trapdoor
tfc:metal/trapdoor/steel, Steel Trapdoor
tfc:metal/trapdoor/platinum, Platinum Trapdoor
tfc:metal/trapdoor/black_steel, Black Steel Trapdoor
tfc:metal/trapdoor/blue_steel, Blue Steel Trapdoor
tfc:metal/trapdoor/red_steel, Red Steel Trapdoor
tfc:metal/trapdoor/lithium, Lithium Trapdoor
tfc:metal/trapdoor/constantan, Constantan Trapdoor
tfc:metal/trapdoor/electrum, Electrum Trapdoor
tfc:metal/trapdoor/nickel_silver, Nickel Silver Trapdoor
tfc:metal/trapdoor/red_alloy, Red Alloy Trapdoor
tfc:metal/trapdoor/invar, Invar Trapdoor
tfc:metal/trapdoor/thorium, Thorium Trapdoor
tfc:metal/trapdoor/uranium, Uranium Trapdoor
tfc:metal/trapdoor/osmium, Osmium Trapdoor
tfc:metal/trapdoor/titanium, Titanium Trapdoor
tfc:metal/trapdoor/ardite, Ardite Trapdoor
tfc:metal/trapdoor/cobalt, Cobalt Trapdoor
tfc:metal/trapdoor/manyullyn, Manyullyn Trapdoor
tfc:metal/trapdoor/antimony, Antimony Trapdoor
tfc:metal/trapdoor/mithril, Mithril Trapdoor
tfc:metal/trapdoor/magnesium, Magnesium Trapdoor
tfc:metal/trapdoor/magnesium_diboride, Magnesium Diboride Trapdoor
tfc:metal/trapdoor/manganese, Manganese Trapdoor
tfc:metal/trapdoor/hsla_steel, HSLA Steel Trapdoor
tfc:metal/trapdoor/tungsten, Tungsten Trapdoor
tfc:metal/trapdoor/tungsten_steel, Tungsten Steel Trapdoor
tfc:metal/trapdoor/zirconium, Zirconium Trapdoor
tfc:metal/trapdoor/zircaloy, Zircaloy Trapdoor
tfc:metal/trapdoor/aluminium, Aluminium Trapdoor
tfc:metal/trapdoor/beryllium, Beryllium Trapdoor
tfc:metal/trapdoor/aluminium_brass, Aluminium Brass Trapdoor
tfc:metal/trapdoor/beryllium_copper, Beryllium Copper Trapdoor
tfc:metal/trapdoor/boron, Boron Trapdoor
tfc:metal/trapdoor/ferroboron, Ferroboron Trapdoor
tfc:metal/trapdoor/tough_alloy, Tough Alloy Trapdoor
tfc:metal/pick/bismuth_bronze, Bismuth Bronze Pickaxe
tfc:metal/pick/black_bronze, Black Bronze Pickaxe
tfc:metal/pick/bronze, Bronze Pickaxe
tfc:metal/pick/copper, Copper Pickaxe
tfc:metal/pick/wrought_iron, Wrought Iron Pickaxe
tfc:metal/pick/steel, Steel Pickaxe
tfc:metal/pick/black_steel, Black Steel Pickaxe
tfc:metal/pick/blue_steel, Blue Steel Pickaxe
tfc:metal/pick/red_steel, Red Steel Pickaxe
tfc:metal/pick/nickel_silver, Nickel Silver Pickaxe
tfc:metal/pick/invar, Invar Pickaxe
tfc:metal/pick/osmium, Osmium Pickaxe
tfc:metal/pick/titanium, Titanium Pickaxe
tfc:metal/pick/cobalt, Cobalt Pickaxe
tfc:metal/pick/manyullyn, Manyullyn Pickaxe
tfc:metal/pick/mithril, Mithril Pickaxe
tfc:metal/pick/tungsten, Tungsten Pickaxe
tfc:metal/pick/tungsten_steel, Tungsten Steel Pickaxe
tfc:metal/pick/zircaloy, Zircaloy Pickaxe
tfc:metal/pick/aluminium, Aluminium Pickaxe
tfc:metal/pick/beryllium_copper, Beryllium Copper Pickaxe
tfc:metal/pick/boron, Boron Pickaxe
tfc:metal/pick_head/bismuth_bronze, Bismuth Bronze Pickaxe Head
tfc:metal/pick_head/black_bronze, Black Bronze Pickaxe Head
tfc:metal/pick_head/bronze, Bronze Pickaxe Head
tfc:metal/pick_head/copper, Copper Pickaxe Head
tfc:metal/pick_head/wrought_iron, Wrought Iron Pickaxe Head
tfc:metal/pick_head/steel, Steel Pickaxe Head
tfc:metal/pick_head/black_steel, Black Steel Pickaxe Head
tfc:metal/pick_head/blue_steel, Blue Steel Pickaxe Head
tfc:metal/pick_head/red_steel, Red Steel Pickaxe Head
tfc:metal/pick_head/nickel_silver, Nickel Silver Pickaxe Head
tfc:metal/pick_head/invar, Invar Pickaxe Head
tfc:metal/pick_head/osmium, Osmium Pickaxe Head
tfc:metal/pick_head/titanium, Titanium Pickaxe Head
tfc:metal/pick_head/cobalt, Cobalt Pickaxe Head
tfc:metal/pick_head/manyullyn, Manyullyn Pickaxe Head
tfc:metal/pick_head/mithril, Mithril Pickaxe Head
tfc:metal/pick_head/tungsten, Tungsten Pickaxe Head
tfc:metal/pick_head/tungsten_steel, Tungsten Steel Pickaxe Head
tfc:metal/pick_head/zircaloy, Zircaloy Pickaxe Head
tfc:metal/pick_head/aluminium, Aluminium Pickaxe Head
tfc:metal/pick_head/beryllium_copper, Beryllium Copper Pickaxe Head
tfc:metal/pick_head/boron, Boron Pickaxe Head
tfc:metal/shovel/bismuth_bronze, Bismuth Bronze Shovel
tfc:metal/shovel/black_bronze, Black Bronze Shovel
tfc:metal/shovel/bronze, Bronze Shovel
tfc:metal/shovel/copper, Copper Shovel
tfc:metal/shovel/wrought_iron, Wrought Iron Shovel
tfc:metal/shovel/steel, Steel Shovel
tfc:metal/shovel/black_steel, Black Steel Shovel
tfc:metal/shovel/blue_steel, Blue Steel Shovel
tfc:metal/shovel/red_steel, Red Steel Shovel
tfc:metal/shovel/nickel_silver, Nickel Silver Shovel
tfc:metal/shovel/invar, Invar Shovel
tfc:metal/shovel/osmium, Osmium Shovel
tfc:metal/shovel/titanium, Titanium Shovel
tfc:metal/shovel/cobalt, Cobalt Shovel
tfc:metal/shovel/manyullyn, Manyullyn Shovel
tfc:metal/shovel/mithril, Mithril Shovel
tfc:metal/shovel/tungsten, Tungsten Shovel
tfc:metal/shovel/tungsten_steel, Tungsten Steel Shovel
tfc:metal/shovel/zircaloy, Zircaloy Shovel
tfc:metal/shovel/aluminium, Aluminium Shovel
tfc:metal/shovel/beryllium_copper, Beryllium Copper Shovel
tfc:metal/shovel/boron, Boron Shovel
tfc:metal/shovel_head/bismuth_bronze, Bismuth Bronze Shovel Head
tfc:metal/shovel_head/black_bronze, Black Bronze Shovel Head
tfc:metal/shovel_head/bronze, Bronze Shovel Head
tfc:metal/shovel_head/copper, Copper Shovel Head
tfc:metal/shovel_head/wrought_iron, Wrought Iron Shovel Head
tfc:metal/shovel_head/steel, Steel Shovel Head
tfc:metal/shovel_head/black_steel, Black Steel Shovel Head
tfc:metal/shovel_head/blue_steel, Blue Steel Shovel Head
tfc:metal/shovel_head/red_steel, Red Steel Shovel Head
tfc:metal/shovel_head/nickel_silver, Nickel Silver Shovel Head
tfc:metal/shovel_head/invar, Invar Shovel Head
tfc:metal/shovel_head/osmium, Osmium Shovel Head
tfc:metal/shovel_head/titanium, Titanium Shovel Head
tfc:metal/shovel_head/cobalt, Cobalt Shovel Head
tfc:metal/shovel_head/manyullyn, Manyullyn Shovel Head
tfc:metal/shovel_head/mithril, Mithril Shovel Head
tfc:metal/shovel_head/tungsten, Tungsten Shovel Head
tfc:metal/shovel_head/tungsten_steel, Tungsten Steel Shovel Head
tfc:metal/shovel_head/zircaloy, Zircaloy Shovel Head
tfc:metal/shovel_head/aluminium, Aluminium Shovel Head
tfc:metal/shovel_head/beryllium_copper, Beryllium Copper Shovel Head
tfc:metal/shovel_head/boron, Boron Shovel Head
tfc:metal/axe/bismuth_bronze, Bismuth Bronze Axe
tfc:metal/axe/black_bronze, Black Bronze Axe
tfc:metal/axe/bronze, Bronze Axe
tfc:metal/axe/copper, Copper Axe
tfc:metal/axe/wrought_iron, Wrought Iron Axe
tfc:metal/axe/steel, Steel Axe
tfc:metal/axe/black_steel, Black Steel Axe
tfc:metal/axe/blue_steel, Blue Steel Axe
tfc:metal/axe/red_steel, Red Steel Axe
tfc:metal/axe/nickel_silver, Nickel Silver Axe
tfc:metal/axe/invar, Invar Axe
tfc:metal/axe/osmium, Osmium Axe
tfc:metal/axe/titanium, Titanium Axe
tfc:metal/axe/cobalt, Cobalt Axe
tfc:metal/axe/manyullyn, Manyullyn Axe
tfc:metal/axe/mithril, Mithril Axe
tfc:metal/axe/tungsten, Tungsten Axe
tfc:metal/axe/tungsten_steel, Tungsten Steel Axe
tfc:metal/axe/zircaloy, Zircaloy Axe
tfc:metal/axe/aluminium, Aluminium Axe
tfc:metal/axe/beryllium_copper, Beryllium Copper Axe
tfc:metal/axe/boron, Boron Axe
tfc:metal/axe_head/bismuth_bronze, Bismuth Bronze Axe Head
tfc:metal/axe_head/black_bronze, Black Bronze Axe Head
tfc:metal/axe_head/bronze, Bronze Axe Head
tfc:metal/axe_head/copper, Copper Axe Head
tfc:metal/axe_head/wrought_iron, Wrought Iron Axe Head
tfc:metal/axe_head/steel, Steel Axe Head
tfc:metal/axe_head/black_steel, Black Steel Axe Head
tfc:metal/axe_head/blue_steel, Blue Steel Axe Head
tfc:metal/axe_head/red_steel, Red Steel Axe Head
tfc:metal/axe_head/nickel_silver, Nickel Silver Axe Head
tfc:metal/axe_head/invar, Invar Axe Head
tfc:metal/axe_head/osmium, Osmium Axe Head
tfc:metal/axe_head/titanium, Titanium Axe Head
tfc:metal/axe_head/cobalt, Cobalt Axe Head
tfc:metal/axe_head/manyullyn, Manyullyn Axe Head
tfc:metal/axe_head/mithril, Mithril Axe Head
tfc:metal/axe_head/tungsten, Tungsten Axe Head
tfc:metal/axe_head/tungsten_steel, Tungsten Steel Axe Head
tfc:metal/axe_head/zircaloy, Zircaloy Axe Head
tfc:metal/axe_head/aluminium, Aluminium Axe Head
tfc:metal/axe_head/beryllium_copper, Beryllium Copper Axe Head
tfc:metal/axe_head/boron, Boron Axe Head
tfc:metal/hoe/bismuth_bronze, Bismuth Bronze Hoe
tfc:metal/hoe/black_bronze, Black Bronze Hoe
tfc:metal/hoe/bronze, Bronze Hoe
tfc:metal/hoe/copper, Copper Hoe
tfc:metal/hoe/wrought_iron, Wrought Iron Hoe
tfc:metal/hoe/steel, Steel Hoe
tfc:metal/hoe/black_steel, Black Steel Hoe
tfc:metal/hoe/blue_steel, Blue Steel Hoe
tfc:metal/hoe/red_steel, Red Steel Hoe
tfc:metal/hoe/nickel_silver, Nickel Silver Hoe
tfc:metal/hoe/invar, Invar Hoe
tfc:metal/hoe/osmium, Osmium Hoe
tfc:metal/hoe/titanium, Titanium Hoe
tfc:metal/hoe/cobalt, Cobalt Hoe
tfc:metal/hoe/manyullyn, Manyullyn Hoe
tfc:metal/hoe/mithril, Mithril Hoe
tfc:metal/hoe/tungsten, Tungsten Hoe
tfc:metal/hoe/tungsten_steel, Tungsten Steel Hoe
tfc:metal/hoe/zircaloy, Zircaloy Hoe
tfc:metal/hoe/aluminium, Aluminium Hoe
tfc:metal/hoe/beryllium_copper, Beryllium Copper Hoe
tfc:metal/hoe/boron, Boron Hoe
tfc:metal/hoe_head/bismuth_bronze, Bismuth Bronze Hoe Head
tfc:metal/hoe_head/black_bronze, Black Bronze Hoe Head
tfc:metal/hoe_head/bronze, Bronze Hoe Head
tfc:metal/hoe_head/copper, Copper Hoe Head
tfc:metal/hoe_head/wrought_iron, Wrought Iron Hoe Head
tfc:metal/hoe_head/steel, Steel Hoe Head
tfc:metal/hoe_head/black_steel, Black Steel Hoe Head
tfc:metal/hoe_head/blue_steel, Blue Steel Hoe Head
tfc:metal/hoe_head/red_steel, Red Steel Hoe Head
tfc:metal/hoe_head/nickel_silver, Nickel Silver Hoe Head
tfc:metal/hoe_head/invar, Invar Hoe Head
tfc:metal/hoe_head/osmium, Osmium Hoe Head
tfc:metal/hoe_head/titanium, Titanium Hoe Head
tfc:metal/hoe_head/cobalt, Cobalt Hoe Head
tfc:metal/hoe_head/manyullyn, Manyullyn Hoe Head
tfc:metal/hoe_head/mithril, Mithril Hoe Head
tfc:metal/hoe_head/tungsten, Tungsten Hoe Head
tfc:metal/hoe_head/tungsten_steel, Tungsten Steel Hoe Head
tfc:metal/hoe_head/zircaloy, Zircaloy Hoe Head
tfc:metal/hoe_head/aluminium, Aluminium Hoe Head
tfc:metal/hoe_head/beryllium_copper, Beryllium Copper Hoe Head
tfc:metal/hoe_head/boron, Boron Hoe Head
tfc:metal/chisel/bismuth_bronze, Bismuth Bronze Chisel
tfc:metal/chisel/black_bronze, Black Bronze Chisel
tfc:metal/chisel/bronze, Bronze Chisel
tfc:metal/chisel/copper, Copper Chisel
tfc:metal/chisel/wrought_iron, Wrought Iron Chisel
tfc:metal/chisel/steel, Steel Chisel
tfc:metal/chisel/black_steel, Black Steel Chisel
tfc:metal/chisel/blue_steel, Blue Steel Chisel
tfc:metal/chisel/red_steel, Red Steel Chisel
tfc:metal/chisel/nickel_silver, Nickel Silver Chisel
tfc:metal/chisel/invar, Invar Chisel
tfc:metal/chisel/osmium, Osmium Chisel
tfc:metal/chisel/titanium, Titanium Chisel
tfc:metal/chisel/cobalt, Cobalt Chisel
tfc:metal/chisel/manyullyn, Manyullyn Chisel
tfc:metal/chisel/mithril, Mithril Chisel
tfc:metal/chisel/tungsten, Tungsten Chisel
tfc:metal/chisel/tungsten_steel, Tungsten Steel Chisel
tfc:metal/chisel/zircaloy, Zircaloy Chisel
tfc:metal/chisel/aluminium, Aluminium Chisel
tfc:metal/chisel/beryllium_copper, Beryllium Copper Chisel
tfc:metal/chisel/boron, Boron Chisel
tfc:metal/chisel_head/bismuth_bronze, Bismuth Bronze Chisel Head
tfc:metal/chisel_head/black_bronze, Black Bronze Chisel Head
tfc:metal/chisel_head/bronze, Bronze Chisel Head
tfc:metal/chisel_head/copper, Copper Chisel Head
tfc:metal/chisel_head/wrought_iron, Wrought Iron Chisel Head
tfc:metal/chisel_head/steel, Steel Chisel Head
tfc:metal/chisel_head/black_steel, Black Steel Chisel Head
tfc:metal/chisel_head/blue_steel, Blue Steel Chisel Head
tfc:metal/chisel_head/red_steel, Red Steel Chisel Head
tfc:metal/chisel_head/nickel_silver, Nickel Silver Chisel Head
tfc:metal/chisel_head/invar, Invar Chisel Head
tfc:metal/chisel_head/osmium, Osmium Chisel Head
tfc:metal/chisel_head/titanium, Titanium Chisel Head
tfc:metal/chisel_head/cobalt, Cobalt Chisel Head
tfc:metal/chisel_head/manyullyn, Manyullyn Chisel Head
tfc:metal/chisel_head/mithril, Mithril Chisel Head
tfc:metal/chisel_head/tungsten, Tungsten Chisel Head
tfc:metal/chisel_head/tungsten_steel, Tungsten Steel Chisel Head
tfc:metal/chisel_head/zircaloy, Zircaloy Chisel Head
tfc:metal/chisel_head/aluminium, Aluminium Chisel Head
tfc:metal/chisel_head/beryllium_copper, Beryllium Copper Chisel Head
tfc:metal/chisel_head/boron, Boron Chisel Head
tfc:metal/sword/bismuth_bronze, Bismuth Bronze Sword
tfc:metal/sword/black_bronze, Black Bronze Sword
tfc:metal/sword/bronze, Bronze Sword
tfc:metal/sword/copper, Copper Sword
tfc:metal/sword/wrought_iron, Wrought Iron Sword
tfc:metal/sword/steel, Steel Sword
tfc:metal/sword/black_steel, Black Steel Sword
tfc:metal/sword/blue_steel, Blue Steel Sword
tfc:metal/sword/red_steel, Red Steel Sword
tfc:metal/sword/nickel_silver, Nickel Silver Sword
tfc:metal/sword/invar, Invar Sword
tfc:metal/sword/osmium, Osmium Sword
tfc:metal/sword/titanium, Titanium Sword
tfc:metal/sword/cobalt, Cobalt Sword
tfc:metal/sword/manyullyn, Manyullyn Sword
tfc:metal/sword/mithril, Mithril Sword
tfc:metal/sword/tungsten, Tungsten Sword
tfc:metal/sword/tungsten_steel, Tungsten Steel Sword
tfc:metal/sword/zircaloy, Zircaloy Sword
tfc:metal/sword/aluminium, Aluminium Sword
tfc:metal/sword/beryllium_copper, Beryllium Copper Sword
tfc:metal/sword/boron, Boron Sword
tfc:metal/sword_blade/bismuth_bronze, Bismuth Bronze Sword Blade
tfc:metal/sword_blade/black_bronze, Black Bronze Sword Blade
tfc:metal/sword_blade/bronze, Bronze Sword Blade
tfc:metal/sword_blade/copper, Copper Sword Blade
tfc:metal/sword_blade/wrought_iron, Wrought Iron Sword Blade
tfc:metal/sword_blade/steel, Steel Sword Blade
tfc:metal/sword_blade/black_steel, Black Steel Sword Blade
tfc:metal/sword_blade/blue_steel, Blue Steel Sword Blade
tfc:metal/sword_blade/red_steel, Red Steel Sword Blade
tfc:metal/sword_blade/nickel_silver, Nickel Silver Sword Blade
tfc:metal/sword_blade/invar, Invar Sword Blade
tfc:metal/sword_blade/osmium, Osmium Sword Blade
tfc:metal/sword_blade/titanium, Titanium Sword Blade
tfc:metal/sword_blade/cobalt, Cobalt Sword Blade
tfc:metal/sword_blade/manyullyn, Manyullyn Sword Blade
tfc:metal/sword_blade/mithril, Mithril Sword Blade
tfc:metal/sword_blade/tungsten, Tungsten Sword Blade
tfc:metal/sword_blade/tungsten_steel, Tungsten Steel Sword Blade
tfc:metal/sword_blade/zircaloy, Zircaloy Sword Blade
tfc:metal/sword_blade/aluminium, Aluminium Sword Blade
tfc:metal/sword_blade/beryllium_copper, Beryllium Copper Sword Blade
tfc:metal/sword_blade/boron, Boron Sword Blade
tfc:metal/mace/bismuth_bronze, Bismuth Bronze Mace
tfc:metal/mace/black_bronze, Black Bronze Mace
tfc:metal/mace/bronze, Bronze Mace
tfc:metal/mace/copper, Copper Mace
tfc:metal/mace/wrought_iron, Wrought Iron Mace
tfc:metal/mace/steel, Steel Mace
tfc:metal/mace/black_steel, Black Steel Mace
tfc:metal/mace/blue_steel, Blue Steel Mace
tfc:metal/mace/red_steel, Red Steel Mace
tfc:metal/mace/nickel_silver, Nickel Silver Mace
tfc:metal/mace/invar, Invar Mace
tfc:metal/mace/osmium, Osmium Mace
tfc:metal/mace/titanium, Titanium Mace
tfc:metal/mace/cobalt, Cobalt Mace
tfc:metal/mace/manyullyn, Manyullyn Mace
tfc:metal/mace/mithril, Mithril Mace
tfc:metal/mace/tungsten, Tungsten Mace
tfc:metal/mace/tungsten_steel, Tungsten Steel Mace
tfc:metal/mace/zircaloy, Zircaloy Mace
tfc:metal/mace/aluminium, Aluminium Mace
tfc:metal/mace/beryllium_copper, Beryllium Copper Mace
tfc:metal/mace/boron, Boron Mace
tfc:metal/mace_head/bismuth_bronze, Bismuth Bronze Mace Head
tfc:metal/mace_head/black_bronze, Black Bronze Mace Head
tfc:metal/mace_head/bronze, Bronze Mace Head
tfc:metal/mace_head/copper, Copper Mace Head
tfc:metal/mace_head/wrought_iron, Wrought Iron Mace Head
tfc:metal/mace_head/steel, Steel Mace Head
tfc:metal/mace_head/black_steel, Black Steel Mace Head
tfc:metal/mace_head/blue_steel, Blue Steel Mace Head
tfc:metal/mace_head/red_steel, Red Steel Mace Head
tfc:metal/mace_head/nickel_silver, Nickel Silver Mace Head
tfc:metal/mace_head/invar, Invar Mace Head
tfc:metal/mace_head/osmium, Osmium Mace Head
tfc:metal/mace_head/titanium, Titanium Mace Head
tfc:metal/mace_head/cobalt, Cobalt Mace Head
tfc:metal/mace_head/manyullyn, Manyullyn Mace Head
tfc:metal/mace_head/mithril, Mithril Mace Head
tfc:metal/mace_head/tungsten, Tungsten Mace Head
tfc:metal/mace_head/tungsten_steel, Tungsten Steel Mace Head
tfc:metal/mace_head/zircaloy, Zircaloy Mace Head
tfc:metal/mace_head/aluminium, Aluminium Mace Head
tfc:metal/mace_head/beryllium_copper, Beryllium Copper Mace Head
tfc:metal/mace_head/boron, Boron Mace Head
tfc:metal/saw/bismuth_bronze, Bismuth Bronze Saw
tfc:metal/saw/black_bronze, Black Bronze Saw
tfc:metal/saw/bronze, Bronze Saw
tfc:metal/saw/copper, Copper Saw
tfc:metal/saw/wrought_iron, Wrought Iron Saw
tfc:metal/saw/steel, Steel Saw
